credit_score,credit_utilization,total_credit_limit,total_balance,total_monthly_debt_payments,total_open_accounts,credit_history_years,delinquencies_24m,derogatory_marks_any,recent_inquiries_6m,postal_code,residence_type,months_lived,monthly_housing_cost,area_median_income_annual,crime_index,marital_status,dependents_count,dependents_expense_monthly,employment_status,employment_duration_years,title,annual_income,monthly_income,purchase_amount,term_months,loan_status,DTI,PTI,HCR,ResidualMonthlyIncome,CreditVelocity
667.0,0.251,83250.99601593625,20896.0,1103.3333333333337,24.0,24.0,1,False,0.0,903xx,mortgage,111,868.456599318758,,,married,0,0.0,full_time,6.0,General Maintenance,40000.0,3333.3333333333335,5000.0,12,0,0.331,0.125,0.2605369797956274,1361.543400681242,1.0
717.0,0.434,64785.71428571428,28117.0,1163.0333333333333,22.0,52.0,0,False,0.0,551xx,own,78,,,,single,3,1165.5424839970256,full_time,9.0,Relocation Director,82000.0,6833.333333333333,3333.333333333333,6,0,0.1702,0.08130081300813,,,0.4230769230769231
662.0,0.494,13593.117408906885,6715.0,395.85,9.0,22.0,2,False,1.0,531xx,rent,61,979.3624534357542,,,single,0,0.0,full_time,10.0,ROUNDYS,39000.0,3250.0,1750.0,6,0,0.1217999999999999,0.0897435897435897,0.3013422933648474,1874.787546564246,0.4090909090909091
672.0,0.489,27323.10838445808,13361.0,1358.5833333333333,14.0,32.0,0,True,0.0,275xx,mortgage,25,1521.6093284998549,,,single,1,460.4721101964956,full_time,3.0,RN,85000.0,7083.333333333333,4320.0,12,0,0.1918,0.0508235294117647,0.2148154346117441,4203.140671500145,0.4375
672.0,0.96,8204.166666666668,7876.0,830.0,10.0,23.0,0,False,1.0,952xx,rent,99,1153.2251248537868,,,married,0,0.0,full_time,7.0,eligibility worker,48000.0,4000.0,2800.0,12,1,0.2075,0.0583333333333333,0.2883062812134467,2016.7748751462132,0.4347826086956521
667.0,0.44,30952.272727272728,13619.0,1368.4666666666665,16.0,27.0,1,False,1.0,021xx,mortgage,83,1579.1872199512136,,,single,0,0.0,full_time,8.0,Senior Accounting Manager,104000.0,8666.666666666666,1200.0,3,0,0.1578999999999999,0.0461538461538461,0.1822139099943708,5719.012780048786,0.5925925925925926
737.0,0.215,25753.488372093023,5537.0,386.99999999999994,7.0,23.0,0,True,0.0,461xx,mortgage,17,795.2825880819851,,,single,1,410.340950519047,full_time,8.0,owner,54000.0,4500.0,2800.0,12,0,0.086,0.0518518518518518,0.1767294640182189,3317.717411918015,0.3043478260869565
707.0,0.418,11404.306220095694,4767.0,464.1666666666667,8.0,27.0,0,False,2.0,161xx,mortgage,112,351.9827818838125,,,single,0,0.0,full_time,6.0,RECORD CENTER SPEC,25000.0,2083.3333333333335,625.0,3,0,0.2228,0.0999999999999999,0.16895173530423,1267.1838847828542,0.2962962962962963
677.0,0.359,41247.91086350975,14808.0,1591.81,20.0,32.0,0,True,0.0,760xx,mortgage,3,2151.90107908205,,,single,0,0.0,full_time,5.0,senior business analyst,99800.0,8316.666666666666,2000.0,12,0,0.1914,0.0200400801603206,0.2587456207313086,4572.955587584616,0.625
702.0,0.477,35802.93501048218,17078.0,594.1583333333333,14.0,28.0,0,False,1.0,334xx,own,14,,,,single,0,0.0,full_time,10.0,Mike Tomasso's,41000.0,3416.6666666666665,1225.0,6,0,0.1739,0.0597560975609756,,,0.5
662.0,0.37,26975.675675675677,9981.0,771.875,22.0,17.0,0,False,1.0,923xx,rent,38,1739.0617730295876,,,single,0,0.0,part_time,0.5,RN,75000.0,6250.0,1000.0,3,1,0.1235,0.0533333333333333,0.278249883684734,3739.063226970413,1.2941176470588236
697.0,0.358,15310.055865921788,5481.0,1240.2,9.0,27.0,1,False,0.0,293xx,own,100,,,,married,1,438.11052807992894,full_time,10.0,manager,72000.0,6000.0,1500.0,3,0,0.2067,0.0833333333333333,,,0.3333333333333333
742.0,0.38,46544.73684210526,17687.0,408.14166666666665,10.0,28.0,0,False,2.0,284xx,mortgage,15,1387.6480840232982,,,single,0,0.0,full_time,10.0,nhrmc,67000.0,5583.333333333333,2500.0,6,0,0.0731,0.0746268656716418,0.2485339851982027,3787.5435826433686,0.3571428571428571
697.0,0.439,52858.76993166287,23205.0,991.9046583333334,9.0,34.0,1,False,0.0,350xx,mortgage,17,1118.8853337712426,,,married,0,0.0,full_time,5.0,General Dynamics,61009.0,5084.083333333333,2300.0,6,0,0.1951,0.0753987116654919,0.2200761200028669,2973.293341228757,0.2647058823529412
697.0,0.939,11703.940362087324,10990.0,290.99999999999994,4.0,30.0,0,False,0.0,405xx,rent,118,1591.609939490971,,,married,1,412.1854492088523,full_time,6.0,"Radwan, Brown & Co.",72000.0,6000.0,500.0,3,0,0.0484999999999999,0.0277777777777777,0.2652683232484952,4117.390060509029,0.1333333333333333
662.0,0.069,26434.78260869565,1824.0,689.2666666666667,11.0,20.0,0,True,4.0,553xx,own,91,,,,single,0,0.0,full_time,9.0,foreman,56000.0,4666.666666666667,4000.0,12,1,0.1477,0.0714285714285714,,,0.55
772.0,0.288,120486.1111111111,34700.0,1796.925,16.0,30.0,1,False,0.0,250xx,mortgage,94,2674.967511561079,,,single,3,1261.3475575231937,full_time,2.0,SVP Commercial Lending,117000.0,9750.0,2500.0,6,0,0.1843,0.0427350427350427,0.2743556422113927,5278.107488438921,0.5333333333333333
712.0,0.431,27526.682134570765,11864.0,263.0833333333333,8.0,25.0,0,False,0.0,750xx,rent,99,474.7804189430562,,,married,1,346.72391969560886,full_time,10.0,School bus driver,22000.0,1833.3333333333333,833.3333333333333,3,0,0.1435,0.1515151515151515,0.2589711376053034,1095.4695810569438,0.32
682.0,0.563,9094.138543516874,5120.0,2382.666666666667,10.0,22.0,1,False,2.0,906xx,mortgage,45,2444.414413991964,,,single,0,0.0,full_time,4.0,construction manager,160000.0,13333.333333333334,2666.6666666666665,12,0,0.1787,0.0166666666666666,0.1833310810493973,8506.252252674703,0.4545454545454545
707.0,0.703,12793.741109530583,8994.0,1029.6,10.0,27.0,0,False,0.0,142xx,rent,90,1713.201689613091,,,single,0,0.0,part_time,0.5,Supervisor,72000.0,6000.0,1400.0,3,0,0.1715999999999999,0.0777777777777777,0.2855336149355151,3257.198310386909,0.3703703703703703
772.0,0.424,51445.75471698114,21813.0,1220.0833333333333,8.0,34.0,0,False,0.0,618xx,mortgage,57,1428.3562205425494,,,divorced,0,0.0,full_time,10.0,Business Administrator,110000.0,9166.666666666666,7333.333333333333,12,0,0.1331,0.0666666666666666,0.1558206786046417,6518.227112790783,0.2352941176470588
687.0,0.44,26727.272727272728,11760.0,1559.166666666667,16.0,25.0,0,True,0.0,727xx,mortgage,75,930.3239712067664,,,married,3,1164.9040459735024,full_time,10.0,Outside Sales,50000.0,4166.666666666667,4475.0,12,0,0.3742,0.0895,0.2232777530896239,1677.1760287932336,0.64
722.0,0.024,40291.666666666664,967.0,1193.4,13.0,26.0,1,False,1.0,907xx,rent,25,2632.8739448452648,,,married,0,0.0,part_time,0.5,Director of Care Management,108000.0,9000.0,4400.0,12,0,0.1326,0.0407407407407407,0.2925415494272516,5173.726055154735,0.5
687.0,0.56,65739.28571428571,36814.0,997.2625,15.0,35.0,0,True,1.0,100xx,rent,111,1379.2067705499387,,,single,2,660.6667841430481,full_time,10.0,Pre-K Teacher,48450.0,4037.5,1666.6666666666663,3,1,0.247,0.1375988992088063,0.3415992001362077,1661.0307294500617,0.4285714285714285
692.0,0.392,28864.795918367345,11315.0,838.3333333333335,5.0,42.0,0,False,0.0,773xx,mortgage,25,1789.5193967154366,,,married,0,0.0,full_time,10.0,Production Foreman,100000.0,8333.333333333334,7000.0,12,0,0.1006,0.0699999999999999,0.2147423276058523,5705.480603284564,0.119047619047619
702.0,0.222,203621.62162162163,45204.0,365.03333333333336,10.0,30.0,1,True,1.0,280xx,mortgage,39,1984.9746358683103,,,married,0,0.0,full_time,2.0,Pastor,94000.0,7833.333333333333,2800.0,6,0,0.0466,0.0595744680851063,0.2534010173448907,5483.325364131689,0.3333333333333333
722.0,0.033,27060.60606060606,893.0,1439.15,11.0,23.0,0,False,0.0,913xx,rent,79,2995.867562458133,,,married,0,0.0,full_time,9.0,Pastor,107000.0,8916.666666666666,3333.333333333333,6,0,0.1614,0.0623052959501557,0.3359851471915663,4481.649104208534,0.4782608695652174
702.0,0.794,27507.55667506297,21841.0,2034.0,8.0,28.0,0,False,0.0,344xx,own,65,,,,single,0,0.0,full_time,10.0,Case Management Coordinator ,90000.0,7500.0,5000.0,12,0,0.2712,0.0555555555555555,,,0.2857142857142857
697.0,0.698,22806.59025787966,15919.0,837.8333333333334,15.0,32.0,0,True,0.0,939xx,rent,31,1249.6705139078836,,,single,1,387.6063566268939,full_time,4.0,Accounting Associate,55000.0,4583.333333333333,6666.666666666666,12,0,0.1828,0.1212121212121212,0.2726553848526291,2495.829486092116,0.46875
762.0,0.228,120061.40350877192,27374.0,956.0833333333334,15.0,22.0,0,False,2.0,112xx,rent,17,1697.9918535305303,,,single,0,0.0,full_time,2.0,Community Affairs Coord.,70000.0,5833.333333333333,800.0,12,0,0.1639,0.0114285714285714,0.2910843177480909,3179.2581464694695,0.6818181818181818
662.0,0.86,19708.13953488372,16949.0,790.0,5.0,24.0,1,True,1.0,600xx,own,112,,,,single,0,0.0,full_time,10.0,Folk lift driver,60000.0,5000.0,1250.0,3,1,0.158,0.0833333333333333,,,0.2083333333333333
662.0,0.444,8509.009009009009,3778.0,1333.125,11.0,28.0,0,True,1.0,226xx,mortgage,18,1365.4797719266785,,,single,0,0.0,full_time,5.0,A. Morton Thomas,75000.0,6250.0,1500.0,3,0,0.2133,0.08,0.2184767635082685,3551.395228073322,0.3928571428571428
697.0,0.778,15209.511568123393,11833.0,681.0166666666667,14.0,21.0,0,False,1.0,071xx,mortgage,115,1442.2107729959175,,,married,3,1367.7806136800875,full_time,9.0,Teacher,58000.0,4833.333333333333,333.3333333333333,6,1,0.1409,0.0114942528735632,0.2983884357922588,2710.105893670749,0.6666666666666666
712.0,0.003,24000.0,72.0,562.9985899999999,10.0,23.0,0,False,0.0,272xx,mortgage,11,2106.173722403271,,,single,1,455.1038161047619,full_time,6.0,Kaufman Trailers,87740.04,7311.669999999999,8666.666666666666,12,0,0.077,0.0987766436699443,0.2880564525482237,4642.497687596728,0.4347826086956521
712.0,0.336,21125.0,7098.0,311.13825,8.0,17.0,0,False,0.0,921xx,rent,68,922.5090405750166,,,single,2,837.4067568455456,full_time,6.0,Field Technician,35190.0,2932.5,1333.3333333333333,6,0,0.1061,0.0757791039120962,0.3145810880051207,1698.8527094249837,0.4705882352941176
722.0,0.25,17720.0,4430.0,388.48875,6.0,15.0,0,False,0.0,285xx,rent,64,824.0318376735332,,,single,1,388.6613586739481,full_time,4.0,United States Marine Corps,30650.0,2554.1666666666665,708.3333333333333,3,0,0.1521,0.0924415443175638,0.3226225791870277,1341.6460789931334,0.4
672.0,0.557,35822.26211849192,19953.0,1715.04,11.0,24.0,1,False,2.0,968xx,rent,51,1644.1930682690274,,,single,1,426.3914930780058,full_time,10.0,US Army,64800.0,5400.0,9541.666666666666,12,1,0.3176,0.1472479423868312,0.3044801978275976,2040.7669317309728,0.4583333333333333
697.0,0.921,10899.022801302932,10038.0,1414.1666666666667,11.0,21.0,0,False,0.0,941xx,own,61,,,,single,0,0.0,full_time,8.0,waiter,50000.0,4166.666666666667,950.0,3,0,0.3394,0.076,,,0.5238095238095238
717.0,0.6559999999999999,8297.256097560976,5443.0,806.85,4.0,20.0,0,False,3.0,926xx,rent,68,1552.4075801482977,,,single,0,0.0,part_time,0.5,owner,66000.0,5500.0,835.4166666666666,3,1,0.1467,0.0506313131313131,0.2822559236633268,3140.742419851702,0.2
742.0,0.644,39324.53416149068,25325.0,647.5,13.0,38.0,0,False,0.0,410xx,mortgage,54,2625.2804135734596,,,married,0,0.0,full_time,3.0,FirstGroup America,150000.0,12500.0,4166.666666666666,6,0,0.0518,0.0555555555555555,0.2100224330858767,9227.21958642654,0.3421052631578947
687.0,0.541,36972.27356746765,20002.0,362.1,4.0,23.0,0,False,2.0,782xx,rent,15,959.5724752244136,,,single,0,0.0,part_time,0.5,Shavano Park,34000.0,2833.3333333333335,3333.333333333333,12,0,0.1278,0.0980392156862745,0.3386726383144989,1511.66085810892,0.1739130434782608
697.0,0.79,53497.46835443038,42263.0,2377.375,15.0,21.0,0,False,1.0,109xx,mortgage,63,2399.734549269281,,,married,0,0.0,full_time,8.0,White Plains Hospital,97500.0,8125.0,4915.0,12,0,0.2926,0.0504102564102564,0.29535194452545,3347.890450730719,0.7142857142857143
697.0,0.677,26299.852289512553,17805.0,2300.458333333333,9.0,15.0,0,False,1.0,801xx,mortgage,16,2597.123222615736,,,single,2,834.0399594179944,part_time,0.5,DevOps Engineer,155000.0,12916.666666666666,3000.0,6,0,0.1780999999999999,0.0387096774193548,0.2010676043315408,8019.085110717597,0.6
682.0,0.687,10496.36098981077,7211.0,896.6999999999999,5.0,23.0,0,False,4.0,951xx,rent,78,1779.2755274260255,,,divorced,0,0.0,full_time,2.0,Steven'Creek BMW,63000.0,5250.0,2080.0,6,1,0.1707999999999999,0.066031746031746,0.3389096242716239,2574.024472573975,0.217391304347826
667.0,0.648,31398.148148148142,20346.0,814.875,13.0,22.0,1,False,2.0,774xx,rent,3,1134.0271674400142,,,divorced,3,1057.2983462452796,full_time,5.0,Cy fair ISD,45000.0,3750.0,1000.0,3,0,0.2173,0.0888888888888888,0.3024072446506704,1801.0978325599858,0.5909090909090909
702.0,0.931,11294.307196562837,10515.0,1144.75,6.0,23.0,0,False,6.0,173xx,mortgage,46,1609.610697803579,,,single,0,0.0,full_time,10.0,czt 2,95000.0,7916.666666666667,1000.0,3,0,0.1446,0.0421052631578947,0.2033192460383467,5162.305968863088,0.2608695652173913
802.0,0.373,72544.23592493297,27059.0,1521.5200000000002,17.0,42.0,0,False,2.0,255xx,mortgage,5,2616.374087297058,,,divorced,1,450.33133544207425,full_time,5.0,Alcon Labs,124800.0,10400.0,3333.333333333333,12,0,0.1463,0.0267094017094017,0.2515744314708709,6262.105912702942,0.4047619047619047
662.0,0.816,18977.94117647059,15486.0,1385.0,17.0,40.0,1,False,0.0,200xx,rent,18,4252.775358175468,,,single,0,0.0,full_time,10.0,Investigator,150000.0,12500.0,2916.6666666666665,3,0,0.1108,0.0777777777777777,0.3402220286540374,6862.224641824532,0.425
662.0,0.7140000000000001,21890.756302521007,15630.0,942.0458333333332,10.0,14.0,0,False,2.0,530xx,rent,11,1194.965059560648,,,single,0,0.0,part_time,0.5,Auditor,53500.0,4458.333333333333,833.3333333333333,3,0,0.2113,0.0623052959501557,0.268029546069678,2321.322440439352,0.7142857142857143
692.0,0.921,14099.891422366993,12986.0,1498.9583333333333,10.0,31.0,0,False,0.0,300xx,mortgage,75,1149.5063716417894,,,divorced,0,0.0,full_time,10.0,teacher,62500.0,5208.333333333333,431.25,3,0,0.2878,0.0276,0.2207052233552235,2559.8686283582106,0.3225806451612903
782.0,0.12,44350.0,5322.0,875.3125,15.0,38.0,0,False,0.0,462xx,mortgage,11,644.3926734221201,,,single,0,0.0,full_time,4.0,Production Operator,37500.0,3125.0,2000.0,12,0,0.2801,0.0533333333333333,0.2062056554950784,1605.29482657788,0.3947368421052631
687.0,0.519,2797.6878612716764,1452.0,132.0,8.0,13.0,0,False,1.0,925xx,rent,13,521.9448088514746,,,married,1,388.071839485239,full_time,1.0,Cashier,21120.0,1760.0,339.5833333333333,3,0,0.075,0.0643150252525252,0.2965595504837924,1106.0551911485254,0.6153846153846154
697.0,0.2239999999999999,29017.857142857145,6500.0,1078.9166666666663,15.0,26.0,1,False,1.0,852xx,mortgage,48,1127.9392584075842,,,married,1,417.61095316936314,full_time,6.0,Forever Living Products International,55000.0,4583.333333333333,314.5833333333333,3,0,0.2353999999999999,0.0228787878787878,0.2460958381980184,2376.477408259082,0.5769230769230769
782.0,0.215,82093.02325581395,17650.0,1214.1666666666667,20.0,30.0,0,False,0.0,442xx,own,9,,,,married,0,0.0,full_time,10.0,Police Officer,100000.0,8333.333333333334,1700.0,6,0,0.1457,0.0339999999999999,,,0.6666666666666666
687.0,0.695,20705.035971223024,14390.0,964.8333333333331,7.0,28.0,0,False,0.0,923xx,rent,48,1525.8322299870542,,,single,0,0.0,full_time,10.0,Co Manager ,70000.0,5833.333333333333,5000.0,12,0,0.1654,0.0714285714285714,0.2615712394263522,3342.6677700129458,0.25
677.0,0.534,112041.19850187266,59830.0,1362.5,12.0,21.0,0,False,1.0,705xx,mortgage,111,3002.6748472965014,,,single,0,0.0,full_time,10.0,Service Supervisor III,150000.0,12500.0,5000.0,12,1,0.109,0.0333333333333333,0.2402139877837201,8134.825152703499,0.5714285714285714
742.0,0.541,52199.6303142329,28240.0,1042.875,11.0,29.0,0,False,0.0,773xx,mortgage,71,1626.1611663219803,,,single,0,0.0,full_time,10.0,"Construction, Fleet, Safety manager",103000.0,8583.333333333334,1750.0,3,1,0.1215,0.0679611650485436,0.1894556698627549,5914.297167011354,0.3793103448275862
672.0,0.5660000000000001,21913.427561837452,12403.0,741.0333333333333,11.0,50.0,0,False,0.0,260xx,mortgage,38,1576.382656596315,,,single,0,0.0,full_time,3.0,TechnicalSupport Associate,94000.0,7833.333333333333,250.0,3,0,0.0946,0.0106382978723404,0.2012403391399551,5515.917343403684,0.22
677.0,0.444,21804.054054054053,9681.0,1015.15,14.0,27.0,0,False,1.0,441xx,rent,13,1731.8026853945291,,,single,0,0.0,full_time,5.0,Asst. Dean,79000.0,6583.333333333333,5000.0,12,0,0.1542,0.0632911392405063,0.263058635756131,3836.380647938804,0.5185185185185185
692.0,0.649,6694.915254237288,4345.0,570.05,7.0,24.0,0,True,0.0,806xx,mortgage,114,970.3207481088222,,,married,0,0.0,full_time,9.0,Asisstant Manager,39000.0,3250.0,804.1666666666666,3,0,0.1753999999999999,0.0824786324786324,0.2985602301873299,1709.6292518911778,0.2916666666666667
672.0,0.8,19510.0,15608.0,1169.2106833333337,15.0,24.0,0,True,1.0,857xx,mortgage,93,1205.3366922824478,,,married,0,0.0,full_time,2.0,Commercial Sales,84982.0,7081.833333333333,666.6666666666666,12,0,0.1651,0.0078447985063503,0.1702012226987994,4707.285957717551,0.625
687.0,0.536,10546.641791044776,5653.0,1168.375,7.0,29.0,0,True,0.0,794xx,mortgage,92,1362.5903866727078,,,married,0,0.0,full_time,10.0,Facilities Manager,65000.0,5416.666666666667,750.0,3,0,0.2156999999999999,0.0461538461538461,0.2515551483088076,2885.7012799939594,0.2413793103448276
722.0,0.147,55122.44897959184,8103.0,548.9757,18.0,39.0,0,False,0.0,922xx,mortgage,95,1299.6825570875617,,,single,0,0.0,part_time,,,80436.0,6703.0,833.3333333333333,6,0,0.0819,0.0207204071145589,0.1938956522583263,4854.341742912438,0.4615384615384615
687.0,0.001,10000.0,10.0,810.0000000000001,14.0,28.0,1,True,2.0,891xx,mortgage,55,1480.1934783489276,,,single,0,0.0,part_time,0.5,Engineer,75000.0,6250.0,406.25,3,0,0.1296,0.0216666666666666,0.2368309565358284,3959.806521651072,0.5
697.0,0.389,8897.172236503855,3461.0,431.11735,10.0,18.0,0,False,0.0,985xx,rent,111,673.3492049629222,,,single,1,398.5497792258675,full_time,4.0,WinCo Foods Inc,29361.0,2446.75,537.5,3,1,0.1762,0.0732263887469772,0.2752014733679052,1342.283445037078,0.5555555555555556
717.0,0.531,41099.81167608286,21824.0,1746.4166666666667,15.0,32.0,0,False,2.0,591xx,mortgage,35,1598.849192218387,,,single,2,785.7481280728164,full_time,10.0,Government contractor,95000.0,7916.666666666667,166.66666666666666,3,0,0.2206,0.0070175438596491,0.2019598979644278,4571.4008077816125,0.46875
672.0,0.344,22075.58139534884,7594.0,231.0,3.0,28.0,0,False,1.0,960xx,mortgage,72,879.6240521215484,,,single,1,323.9681323082408,full_time,4.0,Data Integration Supervisor,52800.0,4400.0,1000.0,6,0,0.0525,0.0378787878787878,0.1999145573003519,3289.3759478784514,0.1071428571428571
662.0,0.718,44157.38161559889,31705.0,1451.0,28.0,40.0,2,True,1.0,493xx,mortgage,39,1397.772344252019,,,single,0,0.0,full_time,10.0,District Manager,60000.0,5000.0,925.0,3,0,0.2902,0.0616666666666666,0.2795544688504038,2151.227655747981,0.7
752.0,0.1159999999999999,58887.93103448276,6831.0,1171.5,20.0,30.0,1,False,0.0,600xx,mortgage,58,2615.2741974275305,,,single,2,980.1767210193376,full_time,5.0,"Senior Director, Marketing",165000.0,13750.0,1333.3333333333333,3,0,0.0852,0.0323232323232323,0.1902017598129113,9963.22580257247,0.6666666666666666
682.0,0.5660000000000001,14487.63250883392,8200.0,524.125,9.0,19.0,0,False,0.0,113xx,rent,37,872.8217694611507,,,married,0,0.0,full_time,3.0,Chase Bank,35000.0,2916.6666666666665,3833.333333333333,12,0,0.1797,0.1095238095238095,0.2992531781009659,1519.7198972055155,0.4736842105263157
692.0,0.54,18001.85185185185,9721.0,515.75,17.0,19.0,0,False,1.0,328xx,rent,73,717.777915944147,,,married,0,0.0,full_time,1.0,Community Cordinated Care for Children,30000.0,2500.0,3333.333333333333,12,0,0.2063,0.1111111111111111,0.2871111663776588,1266.472084055853,0.8947368421052632
662.0,1.001,10399.6003996004,10410.0,1693.25,8.0,23.0,1,False,0.0,132xx,mortgage,84,1232.166375882467,,,single,0,0.0,full_time,10.0,driver,65000.0,5416.666666666667,2400.0,12,1,0.3126,0.0369230769230769,0.2274768693936862,2491.2502907842,0.3478260869565217
667.0,0.823,12605.103280680438,10374.0,577.9583333333333,7.0,26.0,0,False,0.0,426xx,mortgage,44,874.4912845510747,,,single,0,0.0,part_time,0.5,Ast mgr,55000.0,4583.333333333333,250.0,3,0,0.1261,0.0181818181818181,0.1907980984475072,3130.883715448925,0.2692307692307692
692.0,0.292,41585.61643835617,12143.0,620.8999999999999,7.0,34.0,0,True,0.0,140xx,rent,39,1016.568093625066,,,single,1,361.4899189922704,full_time,10.0,Travel Centers of America,42000.0,3500.0,1666.6666666666663,6,0,0.1773999999999999,0.0793650793650793,0.2904480267500188,1862.5319063749344,0.2058823529411764
762.0,0.27,106425.92592592593,28735.0,902.1530166666666,8.0,29.0,0,False,0.0,481xx,mortgage,14,2358.3682346736855,,,single,0,0.0,full_time,5.0,Emergency medical supply manager,97618.0,8134.833333333333,3500.0,6,0,0.1109,0.0717080866233686,0.2899098405630542,4874.312081992981,0.2758620689655172
747.0,0.172,41558.139534883725,7148.0,141.66666666666669,7.0,16.0,0,False,1.0,956xx,rent,39,5549.000366998226,,,single,1,431.4988118512502,full_time,10.0,Software Engineer,200000.0,16666.666666666668,5000.0,12,0,0.0085,0.0249999999999999,0.3329400220198935,10975.999633001777,0.4375
792.0,0.179,45977.65363128492,8230.0,1708.5,12.0,22.0,0,False,0.0,330xx,mortgage,5,1465.316955395338,,,single,0,0.0,full_time,10.0,Consultant,90000.0,7500.0,1200.0,6,0,0.2278,0.0266666666666666,0.1953755940527117,4326.183044604662,0.5454545454545454
677.0,0.598,7295.986622073579,4363.0,788.95,15.0,21.0,0,False,0.0,871xx,mortgage,57,1196.3686002248112,,,single,0,0.0,full_time,8.0,social worker,62000.0,5166.666666666667,1750.0,6,1,0.1527,0.0564516129032258,0.2315552129467376,3181.3480664418557,0.7142857142857143
742.0,0.6990000000000001,71925.60801144491,50276.0,1386.45,13.0,36.0,0,False,1.0,483xx,mortgage,107,2131.497729262374,,,single,0,0.0,full_time,10.0,Manager Electrical Engineering,162000.0,13500.0,1250.0,6,0,0.1027,0.0154320987654321,0.1578887206861017,9982.052270737626,0.3611111111111111
752.0,0.402,15718.905472636816,6319.0,802.0833333333334,19.0,18.0,0,False,0.0,900xx,rent,112,1069.272790397583,,,divorced,1,379.6620735727143,full_time,4.0,"Assistant Director, SOAR",50000.0,4166.666666666667,1041.6666666666663,3,0,0.1925,0.0833333333333333,0.25662546969542,2295.31054293575,1.0555555555555556
727.0,0.275,16883.636363636364,4643.0,1200.8333333333337,10.0,24.0,0,False,1.0,703xx,mortgage,48,1681.9196879357828,,,single,1,354.86947723107136,full_time,10.0,Cajun Idc,100000.0,8333.333333333334,1666.6666666666663,6,0,0.1441,0.0333333333333333,0.2018303625522939,5450.580312064218,0.4166666666666667
727.0,0.8740000000000001,12499.999999999998,10925.0,1040.1333333333332,8.0,19.0,0,False,1.0,186xx,rent,25,1459.8340628212609,,,divorced,2,987.732050140664,part_time,0.5,Producer,58000.0,4833.333333333333,1000.0,3,0,0.2151999999999999,0.0689655172413793,0.3020346336871574,2333.365937178739,0.4210526315789473
712.0,0.2,32855.0,6571.0,828.3333333333333,17.0,27.0,0,False,1.0,641xx,own,29,,,,single,0,0.0,full_time,10.0,Recruiter,50000.0,4166.666666666667,666.6666666666666,3,0,0.1987999999999999,0.0533333333333333,,,0.6296296296296297
677.0,0.731,56411.76470588236,41237.0,1082.2499999999998,10.0,29.0,1,False,0.0,285xx,mortgage,109,1862.90702154222,,,divorced,0,0.0,part_time,,,90000.0,7500.0,11666.666666666666,12,0,0.1442999999999999,0.1296296296296296,0.248387602872296,4554.84297845778,0.3448275862068966
672.0,0.986,20597.363083164302,20309.0,1653.8749999999998,10.0,21.0,0,False,0.0,945xx,mortgage,9,1513.1724094655797,,,single,0,0.0,full_time,3.0,Associate Scientist,101000.0,8416.666666666666,2600.0,6,1,0.1964999999999999,0.0514851485148514,0.1797828605305639,5249.619257201086,0.4761904761904761
712.0,0.669,16503.73692077728,11041.0,1437.5833333333333,6.0,29.0,0,False,1.0,303xx,mortgage,112,2782.589328094581,,,single,0,0.0,part_time,0.5,Senior Vice President,130000.0,10833.333333333334,2500.0,3,0,0.1326999999999999,0.0769230769230769,0.2568543995164228,6613.160671905419,0.2068965517241379
682.0,0.903,12797.342192691029,11556.0,2222.125,10.0,29.0,0,False,1.0,730xx,mortgage,52,3033.831304615146,,,single,1,357.9874187324756,full_time,10.0,OG&E Enogex,145000.0,12083.333333333334,3200.0,12,0,0.1838999999999999,0.0220689655172413,0.2510756941750465,6827.377028718188,0.3448275862068966
672.0,0.252,22230.15873015873,5602.0,945.0,8.0,25.0,0,True,0.0,305xx,mortgage,115,609.5333081561895,,,single,1,463.2668797790165,full_time,8.0,electronic assambly,40000.0,3333.3333333333335,500.0,3,0,0.2835,0.0499999999999999,0.1828599924468568,1778.800025177144,0.32
682.0,0.32,58790.625,18813.0,1965.8333333333337,9.0,35.0,2,False,0.0,105xx,rent,54,9694.225371362443,,,single,0,0.0,full_time,3.0,Director,350000.0,29166.666666666668,1666.6666666666663,6,0,0.0674,0.0095238095238095,0.3323734413038552,17506.60796197089,0.2571428571428571
662.0,0.765,55529.41176470588,42480.0,3106.125,19.0,24.0,0,True,1.0,117xx,mortgage,7,2409.245725757465,,,married,0,0.0,full_time,10.0,music teacher,135000.0,11250.0,1600.0,6,1,0.2761,0.0237037037037037,0.2141551756228858,5734.629274242535,0.7916666666666666
772.0,0.497,12102.615694164988,6015.0,661.1200499999999,4.0,25.0,0,False,0.0,853xx,mortgage,59,514.1746558808899,,,married,1,449.85506736482085,part_time,,,29394.0,2449.5,666.6666666666666,3,0,0.2699,0.0907214624299743,0.2099100452667441,1274.20529411911,0.16
727.0,0.263,48524.71482889733,12762.0,721.25,11.0,38.0,0,False,0.0,157xx,own,72,,,,single,2,801.6152030515029,full_time,10.0,,50000.0,4166.666666666667,416.66666666666663,6,0,0.1730999999999999,0.0166666666666666,,,0.2894736842105263
722.0,0.69,62820.28985507247,43346.0,1730.9999999999998,15.0,32.0,0,False,1.0,300xx,mortgage,19,1983.756434898048,,,single,0,0.0,full_time,10.0,Coordinator II - Office of Federal Progr,90000.0,7500.0,5600.0,12,1,0.2307999999999999,0.0622222222222222,0.2645008579864064,3785.243565101952,0.46875
